"Job Offer Title";"Researcher Profile";"Company";"Fields";"Hours/Week";"Country";"City";"Where to Apply";"More Info"
"Postdoctoral researcher (Biochemistry/Structural Biology)";"Recognised Researcher (R2)";"Jagiellonian University";"Biological sciences, Biology ,Chemistry, Biochemistry";"40";"Poland";"Krakow";"mailto:yusuke.azuma@uj.edu.pl";"https://euraxess.ec.europa.eu/jobs/699252"
"PhD in Artificial Intelligence for MR Spectroscopy";"First Stage Researcher (R1)";"Eindhoven University of Technology (TU/e)";"Medical sciences ,Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305294/phd-in-artificial-intelligence-for-mr-spectroscopy/apply/#apply";"https://euraxess.ec.europa.eu/jobs/697014"
"PhD position - Data-Driven Distribution Models for Robust Design of Island Energy Systems with a...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Engineering ,Environmental science ,Medical sciences";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-113-EN-IEK-10.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/684272"
"PhD position - Data-Driven Distribution Models for Robust Design of Island Energy Systems with a...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/677244"
"Post-doctoral position: Molecular optical spectroscopy (MOS) application to control...";"Recognised Researcher (R2) , Established Researcher (R3)";"Université de Tours";"Computer science, Database management ,Engineering";"";"France";"Tours";"https://www.abg.asso.fr/fr/candidatOffres/show/id_offre/100531";"https://euraxess.ec.europa.eu/jobs/696957"
"Senior Scientific Officer - Metabolomics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"CRUK Beatson Institute for Cancer Research";"Chemistry";"";"United Kingdom";"Glasgow";"https://www.beatson.gla.ac.uk/Scientific-Officers/metabolomics-oct-21.html";"https://euraxess.ec.europa.eu/jobs/696474"
"Postdoctoral Fellow - Biochemical-Genetics & Diagnosis of Inherited Metabolic Diseases";"First Stage Researcher (R1)";"Medical University of Innsbruck";"Medical sciences, Medicine";"40";"Austria";"Innsbruck";"mailto:humgen@i-med.ac.at";"https://euraxess.ec.europa.eu/jobs/695607"
"Assistant Professor Data Analytics for Robotic Control";"Established Researcher (R3) , Leading Researcher (R4)";"University of Twente (UT)";"Technology";"40.0";"Netherlands";"Enschede";"https://www.academictransfer.com/305609/assistant-professor-data-analytics-for-robotic-control/apply/#apply";"https://euraxess.ec.europa.eu/jobs/699522"
"Postdoc position (a Research Associate) in the Institute of Developmental Biology and Biomedical...";"Recognised Researcher (R2) , Established Researcher (R3)";"University of Warsaw, Faculty of Biology";"Biological sciences, Other";"40";"Poland";"Warsaw";"mailto:dziekanat@biol.uw.edu.pl";"https://euraxess.ec.europa.eu/jobs/698843"
"60962: Computational Engineer, Mechanical Engineer, Physicist or similar (f/m/x) - Numerical...";"First Stage Researcher (R1)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Köln";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/698143"
"Scientific research manager for the EGA team";"Recognised Researcher (R2)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/scientific-research-manager-ega-team";"https://euraxess.ec.europa.eu/jobs/700454"
"Assistant Professor Intelligent Vehicles for Safe and Efficient Traffic";"Established Researcher (R3) , Leading Researcher (R4)";"Delft University of Technology (TU Delft)";"Technology";"40.0";"Netherlands";"Delft";"https://www.academictransfer.com/304993/assistant-professor-intelligent-vehicles-for-safe-and-efficient-traffic/apply/#apply";"https://euraxess.ec.europa.eu/jobs/693181"
"Bioinformatician - Single Cell Epigenomics and Cancer Development lab";"Recognised Researcher (R2)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/bioinformatician-single-cell-epigenomics-and-cancer-development-lab-0";"https://euraxess.ec.europa.eu/jobs/695342"
"Research Fellow in Quantitative Interaction Proteomics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"QUEENS UNIVERSITY BELFAST";"Biological sciences ,Medical sciences";"";"United Kingdom";"Belfast, Northern Ireland";"https://www.timeshighereducation.com/unijobs/listing/269747/research-fellow-in-quantitative-interaction-proteomics/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/700959"
"Research Associate / PhD Student (m/f/x)";"Recognised Researcher (R2) , Established Researcher (R3)";"TECHNISCHE UNIVERSITAT DRESDEN (TU DRESDEN)";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269594/research-associate-phd-student-m-f-x-/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/700155"
"Research Associate / PhD Student (m/f/x)";"Recognised Researcher (R2) , Established Researcher (R3)";"TECHNISCHE UNIVERSITAT DRESDEN (TU DRESDEN)";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269602/research-associate-phd-student-m-f-x-/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/700159"
"Can extreme internal waves trigger turbidity currents and carbon transport in submarine canyons? (...";"First Stage Researcher (R1)";"University of East Anglia";"Chemistry ,Environmental science ,Geography ,Mathematics";"";"United Kingdom";"Norwich";"https://www.uea.ac.uk/apply/postgraduate/research";"https://euraxess.ec.europa.eu/jobs/698907"
"PostDoc in Bioinformatics / Machine Learning";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Luxembourg";"Biological sciences ,Computer science ,Mathematics ,Medical sciences";"";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/syndicated/private/syd_apply.cfm?ID=PSAFK026203F3VBQB7V7VV4I3&nPostingTargetId=99563&nPostingId=63256";"https://euraxess.ec.europa.eu/jobs/703081"
"60025: Mathematician, theoretical physicist, Statistician, theoretical Computer Scientist or...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"Technology";"";"Germany";"Jena";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46787/";"https://euraxess.ec.europa.eu/jobs/688497"
"60025: Mathematician, theoretical physicist, Statistician, theoretical Computer Scientist or...";"Recognised Researcher (R2) , Established Researcher (R3)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Jena";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/688081"
"60048: Physicist, Statistician, theoretical Computer Scientist or similar (f/m/x) - Development of...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"Technology";"";"Germany";"Jena";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46792/";"https://euraxess.ec.europa.eu/jobs/689102"
"60048: Physicist, Statistician, theoretical Computer Scientist or similar (f/m/x) - Development of...";"Recognised Researcher (R2) , Established Researcher (R3)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Jena";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/688475"
"Statistical Consultant (f/m/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU)";"Mathematics ,Medical sciences";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/956845b96cbb1f42dd22cd358e4b63d3fcaabe25?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/685800"
"Technical Project Lead (Open Targets)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"European Molecular Biology Laboratory (EMBL)";"Biological sciences ,Computer science ,Medical sciences ,Pharmacological sciences ,Technology";"";"United Kingdom";"Hinxton, Cambridge";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=QHPFK026203F3VBQB688N79SB-4701&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/700208"
"60603: Engineer, Mathematician, Physicist, Computer Scientist or similar (f/m/x) - Modeling of...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"";"";"Germany";"Köln";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46863/";"https://euraxess.ec.europa.eu/jobs/697045"
"assistant professor";"Recognised Researcher (R2)";"University of Wroclaw";"Cultural studies ,Religious sciences";"Tbd";"Poland";"50-137 Wrocław";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/700380"
"Postdoctoral position (M/F) on Scanning Transmission Electron Microscopy of ferroelectric...";"Recognised Researcher (R2)";"CNRS";"Physics";"35";"France";"TOULOUSE";"https://emploi.cnrs.fr/Candidat/Offre/UPR8011-SYLCHA-004/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/699498"
"Research Assistant in Research Software Engineering";"Recognised Researcher (R2) , Established Researcher (R3)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/703869"
"Independent Junior Research Group Leader (m/f/d)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Leibniz Institute of Plant Biochemistry (IPB)";"Biological sciences ,Chemistry";"";"Germany";"Halle (Saale)";"mailto:bewerbungen@ipb-halle.de";"https://euraxess.ec.europa.eu/jobs/703497"
"Director or Co-director";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Tübingen (Uni Tübingen)";"Computer science ,Medical sciences ,Neurosciences";"";"Germany";"Tübingen";"mailto:symposium@ghst.de";"https://euraxess.ec.europa.eu/jobs/696497"
"Postdoc - Bioinformatician (f/m/x)";"Recognised Researcher (R2) , Established Researcher (R3)";"Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt";"Medical sciences";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/fa23f81685b0723327a0b93e52c94f74c3189645?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/682814"
"Researcher/IoT Developer";"First Stage Researcher (R1)";"LINKS Foundation - Leading Innovation and Knowledge for Society";"Computer science, Programming ,Technology, Telecommunications technology";"40";"Italy";"Torino";"mailto:selezioneLINKS@csp-st.it";"https://euraxess.ec.europa.eu/jobs/662692"
"ARISE Fellowships for technology developers - All EMBL sites (Germany, UK, France, Italy, Spain) (# of pos: 20)";"Established Researcher (R3) , Recognised Researcher (R2)";"European Molecular Biology Laboratory";"Biological sciences ,Chemistry ,Computer science ,Engineering ,Mathematics ,Medical sciences ,Neurosciences ,Physics ,Technology";"";"Germany";"Heidelberg";"https://www.embl.org/jobs/position/EF00004";"https://euraxess.ec.europa.eu/jobs/681125"
"Scientific software developer (# of pos: 2)";"First Stage Researcher (R1)";"Masaryk University - Faculty of Science – RECETOX";"Chemistry, Computational chemistry ,Computer science, Autonomic computing ,Computer science, Programming";"";"Czech Republic";"Brno";"https://www.muni.cz/en/about-us/careers/vacancies/66059";"https://euraxess.ec.europa.eu/jobs/700439"
"DevOps Engineer";"Recognised Researcher (R2) , Established Researcher (R3)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/devops-engineer";"https://euraxess.ec.europa.eu/jobs/698062"
"Tenure Track";"Established Researcher (R3)";"Rectorate";"Computer science, Informatics";"40";"Austria";"Wien";"mailto:jobcenter@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/702557"
"Research Scientist in Wireless/Satellite/Quantum Communication Systems";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg";"Computer science ,Engineering ,Juridical sciences";"";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/syndicated/private/syd_apply.cfm?ID=PSAFK026203F3VBQB7V7VV4I3&nPostingTargetId=100003&nPostingId=68756";"https://euraxess.ec.europa.eu/jobs/702040"
"PLC Developer for R&D project (f/m/d)";"First Stage Researcher (R1)";"European XFEL";"Engineering, Electrical engineering";"";"Germany";"Schenefeld (Hamburg area)";"https://122.rexx-server.com/rexx-hr/xfel/jobportal/Application/E-297-plc-developer-for-rampd-project-fmd-801.html";"https://euraxess.ec.europa.eu/jobs/704026"
"Three-year PhD position Developmental genetic basis of an evolutionary innovation (Khila Team /...";"First Stage Researcher (R1)";"CNRS";"Biological sciences, Biology";"35";"France";"LYON 07";"https://emploi.cnrs.fr/Candidat/Offre/UMR5239-MIRFRA-002/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/700981"
"Post-doc for surface plasma dynamics simulations (f/m/d)";"Recognised Researcher (R2)";"European XFEL";"Chemistry ,Physics";"";"Germany";"Schenefeld (Hamburg area)";"https://122.rexx-server.com/rexx-hr/xfel/jobportal/Application/S-401-post-doc-for-surface-plasma-dynamics-simulat/Init/1-800.html";"https://euraxess.ec.europa.eu/jobs/700488"
"Post doc in Molecular Microbiology (M/F)";"First Stage Researcher (R1) , Recognised Researcher (R2)";"IFREMER - Institut Français de Recherche pour l&amp;#039;Exploitation de la MER";"Biological sciences ,Environmental science ,Other";"38";"France";"Roscoff";"http://www.jobs.net/j/JNTHhdlq?idpartenaire=25&jobdetails=true";"https://euraxess.ec.europa.eu/jobs/699205"
"HITS Independent Postdoc Program";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Heidelberg Institute for Theoretical Studies (HITS)";"Astronomy ,Biological sciences ,Computer science ,Mathematics ,Technology";"";"Germany";"69118 Heidelberg";"https://www.h-its.org/hits-job/independent-postdoc-program/";"https://euraxess.ec.europa.eu/jobs/696465"
"PD2021MD: Postdoctoral position on deep learning applied to molecular simulations";"Recognised Researcher (R2)";"Pompeu Fabra University (UPF)";"Computer science, Other";"";"Spain";"Barcelona";"https://www.compscience.org/assets/jobs/PD2021MD.pdf";"https://euraxess.ec.europa.eu/jobs/694803"
"PhD position (Ageing...";"First Stage Researcher (R1)";"International PhD Programme “Gene Regulation, Epigenetics and Genome Stability”";"Biological sciences, Biology";"39";"Germany";"Mainz";"https://www.imb.de/phd";"https://euraxess.ec.europa.eu/jobs/616551"
"Post-doc ""Multiscale approaches to investigate the conformational landscape of flexible protein...";"First Stage Researcher (R1)";"CNRS";"Biological sciences, Biological engineering ,Chemistry, Biochemistry ,Physics, Biophysics";"35";"France";"PARIS 05";"https://emploi.cnrs.fr/Candidat/Offre/FR550-BRUMIR-014/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/686176"
"Technical Assistant in Chromatin Biology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Research Center for Molecular Medicine (CeMM), ÖAW";"Biological sciences ,Chemistry ,Medical sciences ,Technology";"";"Austria";"Vienna";"https://cemm.jobbase.io/job/q28kvren";"https://euraxess.ec.europa.eu/jobs/684609"
"Research Associate (Computational Biologist) (Fixed Term)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Cambridge";"Biological sciences ,Computer science";"";"United Kingdom";"Cambridge";"https://www.jobs.cam.ac.uk/job/30389/";"https://euraxess.ec.europa.eu/jobs/698709"
"Assistant Professor - Computational Multi-omics Diagnostics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNIVERSITY OF PENNSYLVANIA";"Biological sciences ,Medical sciences";"";"United States";"Pennsylvania (US)";"https://www.timeshighereducation.com/unijobs/listing/224934/assistant-professor-computational-multi-omics-diagnostics/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/678785"
"Postdoc / staff scientist in computer-aided, structure based drug discovery (f/m/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU)";"Biological sciences ,Chemistry ,Computer science ,Mathematics ,Medical sciences ,Physics";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/662bdc041a6913f252029300796c976099da5cc3?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/684033"
"Postdoc / staff scientist in computer-aided, structure based drug discovery (f/m/x)";"Recognised Researcher (R2) , Established Researcher (R3)";"Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt";"Medical sciences";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/662bdc041a6913f252029300796c976099da5cc3?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/682378"
"PhD grant on ""Structure and evolution of the Milky Way Galaxy with Gaia """;"First Stage Researcher (R1)";"Institute of Cosmos Sciences of University of Barcelona";"Astronomy, Astrophysics ,Physics";"40";"Spain";"Barcelona";"https://sede.micinn.gob.es/ayudaspredoctorales/";"https://euraxess.ec.europa.eu/jobs/704001"
"Postdoctoral Researcher / Scientist Co-Founder (all genders): De Novo Computational Design of... (# of pos: 2)";"First Stage Researcher (R1) , Recognised Researcher (R2)";"AION Labs";"Biological sciences, Other";"40";"Israel";"Rehovot";"https://career.bio.mx/call/2021-AIL-C01";"https://euraxess.ec.europa.eu/jobs/699291"
"Group Leader / Scientist Founder (all genders): De Novo Computational Design of Therapeutic...";"Recognised Researcher (R2) , Established Researcher (R3)";"AION Labs";"Biological sciences, Other";"40";"Israel";"Rehovot";"https://career.bio.mx/call/2021-AIL-C01";"https://euraxess.ec.europa.eu/jobs/699287"
"post-doc";"Recognised Researcher (R2)";"University of Wroclaw";"Physics";"Tbd";"Poland";"50-137 Wrocław";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/702239"
"Lector";"First Stage Researcher (R1)";"University of Wroclaw";"Language sciences ,Literature";"Tbd";"Poland";"50-137 Wrocław";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/701781"
"Clinical Curator";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Wellcome Sanger Institute";"Biological sciences ,Computer science ,Medical sciences";"";"United Kingdom";"Cambridge";"https://jobs.sanger.ac.uk/vacancy/clinical-curator-462073.html";"https://euraxess.ec.europa.eu/jobs/699551"
"Senior Database Curator";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Wellcome Sanger Institute";"Biological sciences ,Medical sciences";"";"United Kingdom";"Cambridge";"https://jobs.sanger.ac.uk/vacancy/senior-database-curator-462012.html";"https://euraxess.ec.europa.eu/jobs/699552"
"PhD position titled: Multiscale mapping of the fruit's lifecycle from flower to fork by physics-...";"First Stage Researcher (R1)";"Empa";"Agricultural sciences, Physics, Other";"38";"Switzerland";"Dübendorf";"https://academicpositions.com/ad/empa/2021/phd-position-titled-multiscale-mapping-of-the-fruit-s-lifecycle-from-flower-to-fork-by-physics-based-digital-twins/165134";"https://euraxess.ec.europa.eu/jobs/702385"
"Job offer 'PhD student addressing the biodiversity impacts of different terrestrial CDR methods and...";"First Stage Researcher (R1)";"Senckenberg Gesellschaft fuer Naturforschung";"Biological sciences, Biology ,Environmental science, Earth science ,Geosciences, Geology";"30";"Germany";"Frankfurt";"mailto:recruiting@senckenberg.de";"https://euraxess.ec.europa.eu/jobs/696176"
"Research Fellow, Humanising Machine Intelligence Project";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"AUSTRALIAN NATIONAL UNIVERSITY (ANU)";"Engineering ,Juridical sciences";"";"Australia";"";"https://www.timeshighereducation.com/unijobs/listing/265854/research-fellow-humanising-machine-intelligence-project/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/685126"
"Postdoctoral Fellow (single cell transcriptomics in liver disease)";"First Stage Researcher (R1) , Recognised Researcher (R2)";"IGFL, ENS de Lyon";"Biological sciences, Biology ,Computer science, Informatics";"35";"France";"Lyon";"mailto:kiran.padmanabhan@ens-lyon.fr";"https://euraxess.ec.europa.eu/jobs/608579"
"Research Professor in Agricultural Genomics";"Leading Researcher (R4)";"Natural Resources Institute Finland (Luke)";"Agricultural sciences ,Biological sciences";"36 h 15 min";"Finland";"Jokioinen";"https://www.valtiolle.fi/en-US/vacancy?id=30-523-2021";"https://euraxess.ec.europa.eu/jobs/700745"
"Bioinformatician at The Epigenetic Face of Cancer Metabolism";"Recognised Researcher (R2) , Established Researcher (R3)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/bioinformatician-epigenetic-face-cancer-metabolism-0";"https://euraxess.ec.europa.eu/jobs/700476"
"56672: Physicist, Remote Sensing Scientist or similar (f/m/x) - Methods for the retrieval of trace...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"Technology";"";"Germany";"Oberpfaffenhofen";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46195/";"https://euraxess.ec.europa.eu/jobs/684750"
"Fully-funded PhD positions in Biology, Neuroscience, Mathematics, Computer Science, Physics,... (# of pos: 60)";"First Stage Researcher (R1)";"IST Austria";"Biological sciences ,Chemistry ,Computer science ,Mathematics ,Neurosciences ,Physics";"40";"Austria";"Klosterneuburg";"https://phd.pages.ist.ac.at/apply/";"https://euraxess.ec.europa.eu/jobs/699298"
"One Postdoctoral Contract LSPE-STRIP 2021 (PS-2021-094)";"Recognised Researcher (R2)";"INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION";"Astronomy ,Physics";"37,50";"Spain";"San Cristóbal de La Laguna";"https://iac.sede.gob.es/procedimientos/portada/idp/390/language/en";"https://euraxess.ec.europa.eu/jobs/702257"
"ST-14 Researcher– Data Analytics and Machine Learning for Wearable Systems";"First Stage Researcher (R1) , Recognised Researcher (R2)";"Tyndall National Institute";"Computer science ,Engineering, Biomedical engineering ,Engineering, Electrical engineering";"39";"Ireland";"Cork";"mailto:careers@tyndall.ie";"https://euraxess.ec.europa.eu/jobs/651424"
"Postdoctoral Researcher (f/div/m) in Computational Biology";"Recognised Researcher (R2)";"Leibniz Institute for Natural Product Research and Infection Biology - Hans Knöll Institute";"Biological sciences, Biology";"40";"Germany";"Jena";"https://jobs.hki-jena.de/jobs/Postdoctoral-Researcher-fdivm-in-Computational-Biology-eng-f332.html";"https://euraxess.ec.europa.eu/jobs/688220"
"Doctoral Researcher (f/div/m) in Computational Biology";"First Stage Researcher (R1)";"Leibniz Institute for Natural Product Research and Infection Biology - Hans Knöll Institute";"Biological sciences, Biology";"26";"Germany";"Jena";"https://jobs.hki-jena.de/jobs/Doctoral-Researcher-fdivm-in-Computational-Biology-eng-f333.html";"https://euraxess.ec.europa.eu/jobs/688216"
"Postdoc position (Research Associate)";"Recognised Researcher (R2)";"Technische Universität Darmstadt";"Biological sciences, Biological engineering ,Biological sciences, Biology ,Biological sciences, Laboratory animal science ,Chemistry, Biochemistry";"40";"Germany";"Darmstadt";"mailto:mbecker@bio.tu-darmstadt.de";"https://euraxess.ec.europa.eu/jobs/688177"
"Early Career Fellowship Programme 2021";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Human Technopole";"Biological sciences ,Medical sciences";"";"Italy";"Milano";"https://careers.humantechnopole.it/o/early-career-fellowship-2021";"https://euraxess.ec.europa.eu/jobs/701025"
"Fly Facility Technician";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Francis Crick Institute";"Biological sciences";"";"United Kingdom";"London";"https://crick.wd3.myworkdayjobs.com/External/job/London/Fly-Facility-Technician_R471-1";"https://euraxess.ec.europa.eu/jobs/697486"
"Master Thesis: Methods and Tools for Parallel Energy System Simulation";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Engineering ,Mathematics ,Physics";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dipldok/2020M-091-EN-IEK-10.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/567919"
"PhD or Postdoc: multimodal machine learning for molecular maps of human tissue";"First Stage Researcher (R1)";"Delft University of Technology (TU Delft)";"Technology";"40.0";"Netherlands";"Delft";"https://www.academictransfer.com/304230/phd-or-postdoc-multimodal-machine-learning-for-molecular-maps-of-human-tissue/apply/#apply";"https://euraxess.ec.europa.eu/jobs/682393"
"Postdoctoral fellow at the Structural Genomics Group of CNAG-CRG";"Recognised Researcher (R2) , Established Researcher (R3)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/postdoctoral-fellow-structural-genomics-group-cnag-crg-2";"https://euraxess.ec.europa.eu/jobs/687012"
"PhD Candidate ‘Dietary prevention of vascular calcification’";"First Stage Researcher (R1)";"Radboud University Medical Center (Radboudumc)";"Medical sciences";"36.0";"Netherlands";"Nijmegen";"https://www.academictransfer.com/305719/phd-candidate-dietary-prevention-of-vascular-calcification/apply/#apply";"https://euraxess.ec.europa.eu/jobs/701019"
"PhD studentship (Cardiff)";"First Stage Researcher (R1)";"UK Dementia Research Institute";"Neurosciences";"35";"United Kingdom";"Cardiff";"https://www.findaphd.com/phds/project/gw4-biomed2-mrc-dtp-studentship-epigenetic-regulation-of-microglial-gene-expression-in-alzheimer-s-disease/?p135908=";"https://euraxess.ec.europa.eu/jobs/700763"
"Controls Software Engineer for PETRA IV fast feedback-systems";"Recognised Researcher (R2) , Established Researcher (R3)";"Deutsches Elektronen-Synchrotron DESY";"Physics";"";"Germany";"Hamburg";"mailto:recruitment@desy.de";"https://euraxess.ec.europa.eu/jobs/700988"
"Research Fellow, School of Pharmacy";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"QUEENS UNIVERSITY BELFAST";"Biological sciences ,Chemistry ,Medical sciences";"";"United Kingdom";"Belfast, Northern Ireland";"https://www.timeshighereducation.com/unijobs/listing/268976/research-fellow-school-of-pharmacy/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/698559"
"M-2052 - POST-DOCTORAL POSITION IN SECONDARY ION MASS SPECTROMETER DEVELOPMENT";"First Stage Researcher (R1)";"Luxembourg Institute of Science and Technology (LIST)";"Physics, Applied physics";"40";"Luxembourg";"Esch-Sur-Alzette";"https://skeeled.contactrh.com/jobs/13808/36880305/en_US";"https://euraxess.ec.europa.eu/jobs/698125"
