"Job Offer Title";"Researcher Profile";"Company";"Fields";"Hours/Week";"Country";"City";"Where to Apply";"More Info"
"Innovation Cup 2022 – Great minds come together";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Merck KGaA";"Biological sciences ,Chemistry ,Computer science ,Engineering ,Medical sciences ,Pharmacological sciences ,Physics ,Technology";"";"Germany";"Frankfurt am Main";"https://www.merckgroup.com/en/research/open-innovation/innovation-cup.html/?utm_source=jobs&utm_medium=Nat&utm_campaign=IC2022";"https://euraxess.ec.europa.eu/jobs/703496"
"Innovation Cup 2022 – Great minds come together";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Merck KGaA";"Biological sciences ,Chemistry ,Computer science ,Engineering ,Medical sciences ,Pharmacological sciences ,Physics ,Technology";"";"Germany";"Frankfurt am Main";"https://www.emdgroup.com/en/research/open-innovation/innovation-cup.html/?utm_source=jobs&utm_medium=Nat&utm_campaign=IC2022";"https://euraxess.ec.europa.eu/jobs/703502"
"PhD Position: Application of Machine Learning to Ranking Exhaustive Enumerations of Molecular...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Chemistry ,Environmental science ,Mathematics ,Medical sciences ,Physics";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-141-EN-IEK-8.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/699166"
"PhD Position: Application of Machine Learning to Ranking Exhaustive Enumerations of Molecular...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/698676"
"PhD position: Model informed data acquisition for emission flux estimation using 4-dimensional...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/691844"
"Research Fellow, Grab-NUS AI Lab";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270587/research-fellow-grab-nus-ai-lab/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/704350"
"Postdoctoral Fellow, School of Economics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"SINGAPORE MANAGEMENT UNIVERSITY";"Engineering ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270038/postdoctoral-fellow-school-of-economics/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/702530"
"Research Engineer, AI and Machine Learning";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269429/research-engineer-ai-and-machine-learning/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/699893"
"Research Fellow, AI and Machine Learning";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269426/research-fellow-ai-and-machine-learning/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/699890"
"Post-doctoral Fellow, Department of Medicine";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"THE UNIVERSITY OF HONG KONG";"Biological sciences ,Engineering ,Medical sciences";"";"Hong Kong";"Pok Fu Lam, Hong Kong";"https://www.timeshighereducation.com/unijobs/listing/270500/post-doctoral-fellow-department-of-medicine/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/704316"
"CompSci - Call 2 - Marie Sklodowska-Curie PhD Fellowships in Natural Sciences - 17 positions (ref... (# of pos: 17)";"First Stage Researcher (R1)";"University of Oslo";"Astronomy ,Biological sciences ,Chemistry ,Geosciences ,Mathematics ,Physics";"37.5";"Norway";"Oslo";"https://www.jobbnorge.no/en/available-jobs/job/214258/compsci-call-2-marie-sklodowska-curie-phd-fellowships-in-natural-sciences-17-positions";"https://euraxess.ec.europa.eu/jobs/703396"
"Post-Doctoral Fellowships in Continuous Optimization";"Established Researcher (R3)";"FAPESP - São Paulo Research Foundation";"Mathematics";"";"Brazil";"Campinas";"http://www.fapesp.br/oportunidades/4619";"https://euraxess.ec.europa.eu/jobs/700586"
"Research Fellow, Grab-NUS AI Lab";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267888/research-fellow-grab-nus-ai-lab/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694299"
"Sant'Anna School for Advanced Studies, Pisa (Sant’Anna School) - SELECTION FOR AN ASSISTANT...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Scuola Superiore Sant'Anna";"Economics";"";"Italy";"Pisa";"";"https://euraxess.ec.europa.eu/jobs/693298"
"Ph.D. Project: ArchéoImmersion – Collaborative Virtual and Augmented Reality System for Archaeology...";"First Stage Researcher (R1)";"CNRS";"Computer science ,Engineering ,Mathematics";"35";"France";"ST AUBIN";"https://emploi.cnrs.fr/Candidat/Offre/UMR9015-HUYNGU-001/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/690547"
"Post-Doctoral Fellowship in Service Science and Engineering";"Established Researcher (R3)";"FAPESP - São Paulo Research Foundation";"Engineering";"";"Brazil";"São Paulo";"http://www.fapesp.br/oportunidades/4507";"https://euraxess.ec.europa.eu/jobs/680418"
"Engineer";"First Stage Researcher (R1)";"Institute of Image-Guided Surgery of Strasbourg";"Computer science, Computer systems";"35";"France";"Strasbourg";"mailto:alexandros.karargyri@ihu-strasbourg.eu";"https://euraxess.ec.europa.eu/jobs/703295"
"PhD positions at imec (# of pos: 117)";"First Stage Researcher (R1)";"IMEC";"Engineering ,Technology";"40";"Belgium";"Leuven";"https://www.imec-int.com/en/work-at-imec/job-opportunities?filters%5B0%5D=500&query=&scrolllock=true&type=academic";"https://euraxess.ec.europa.eu/jobs/698052"
"Post-Doc position at INSEAD, in collaboration with the Paris Brain Institute (ICM) at Sorbonne...";"Established Researcher (R3) , Recognised Researcher (R2) , Leading Researcher (R4)";"INSEAD";"Biological sciences ,Medical sciences ,Neurosciences ,Pharmacological sciences ,Psychological sciences";"TBD";"France";"Fontainebleau";"mailto:hilke.plassmann@insead.edu";"https://euraxess.ec.europa.eu/jobs/664681"
"Assistant Professor in Geo-information Science with a Focus on Advanced Visualization...";"Established Researcher (R3) , Leading Researcher (R4)";"Wageningen University & Research";"Physics";"38.0";"Netherlands";"Wageningen";"https://www.academictransfer.com/305822/assistant-professor-in-geo-information-science-with-a-focus-on-advanced-visualization-immersive-experiences-tenure-track/apply/#apply";"https://euraxess.ec.europa.eu/jobs/702585"
"RESEARCH FELLOWSHIP (ID) FOR UNIVERSITY GRADUATES (3 VACANCIES) (# of pos: 3)";"First Stage Researcher (R1)";"Centro Hospitalar de Lisboa Ocidental, EPE";"Medical sciences, Medicine";"35";"Portugal";"Lisboa";"mailto:rhrecrutamento@chlo.min-saude.pt";"https://euraxess.ec.europa.eu/jobs/699707"
"Research Data Steward (f/m/d) (Dipl./M.Sc./Ph.D. in Natural sciences, Data science, or Engineering...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz-Zentrum Berlin for Materials and Energy (HZB)";"Engineering";"";"Germany";"Berlin";"https://recruitingapp-5181.de.umantis.com/Vacancies/1549/Description/2?lang=eng";"https://euraxess.ec.europa.eu/jobs/696032"
"Fully-Funded Ph.D. Positions in Biology, Computer Science, Data Science...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Institute of Science and Technology Austria (IST Austria)";"Biological sciences ,Chemistry ,Computer science ,Mathematics ,Neurosciences ,Physics ,Technology";"";"Austria";"Klosterneuburg";"https://phd.pages.ist.ac.at/apply/";"https://euraxess.ec.europa.eu/jobs/703499"
"PhD (f/m/d) Deep Learning of Virus-Host Interactions from Time-Lapse Microscopy / Master’s degree...";"First Stage Researcher (R1)";"Helmholtz-Zentrum Dresden-Rossendorf (HZDR) - HZDR - Helmholtz Association";"";"";"Germany";"Görlitz";"mailto:personal@hzdr.de";"https://euraxess.ec.europa.eu/jobs/703227"
"PhD (f/m/d) Generative Machine Learning of Time-Lapse Virological Imaging Data / Master’s degree in...";"First Stage Researcher (R1)";"Helmholtz-Zentrum Dresden-Rossendorf (HZDR) - HZDR - Helmholtz Association";"";"";"Germany";"Görlitz";"mailto:personal@hzdr.de";"https://euraxess.ec.europa.eu/jobs/703226"
"Senior fisheries statistician/scientist";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3)";"Game and Wildlife Conservation Trust";"Environmental science, Natural resources management";"37.5";"United Kingdom";"Wareham";"mailto:droberts@gwct.org.uk";"https://euraxess.ec.europa.eu/jobs/703346"
"(M/W)- Thesis : Flash-based visual SLAM for UAV";"First Stage Researcher (R1)";"CNRS";"Computer science ,Engineering ,Mathematics";"35";"France";"ST MARTIN D HERES";"https://emploi.cnrs.fr/Candidat/Offre/UMR5216-VIRFAU-017/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/700985"
"Research Fellow, Department of Architecture";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Architecture ,Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268732/research-fellow-department-of-architecture/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/697408"
"Postdoctoral researchers in the field: Digital Behavioral Data in Surveys";"Recognised Researcher (R2) , Established Researcher (R3)";"GESIS - Leibniz Institut für Sozialwissenschaften";"Sociology";"39,5";"Germany";"Mannheim";"https://www.hidden-professionals.de/HPv3.Jobs/gesis/stellenangebot/22105/Wissenschaftliche-n-Mitarbeiter-in-PostDoc-im-Bereich-digitale-Verhaltensdaten-in-Umfragen?lang=en-US";"https://euraxess.ec.europa.eu/jobs/696115"
"Research Assistant, Department of Architecture, Geospatial Engineer/Data Scientist";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Geography";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268343/research-assistant-department-of-architecture-geospatial-engineer-data-scientist/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/695914"
"Research Associate, Department of Architecture, Geospatial Developer";"Recognised Researcher (R2) , Established Researcher (R3)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Geography";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268355/research-associate-department-of-architecture-geospatial-developer/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/695925"
"Associate/ Full Professor, Accounting and Finance";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNITED ARAB EMIRATES UNIVERSITY";"Economics";"";"United Arab Emirates";"Abu Dhabi, United Arab Emirates";"https://www.timeshighereducation.com/unijobs/listing/268093/associate-full-professor-accounting-and-finance/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/694945"
"Hosting Institution for Ghent University PhD fellowship programme for developing countries (# of pos: 2)";"First Stage Researcher (R1)";"Ghent University";"Computer science, Modelling tools ,Economics, Microeconomics ,Economics, Physics, Statistical physics";"38";"Belgium";"Ghent";"mailto:luis.rocha@ugent.be";"https://euraxess.ec.europa.eu/jobs/692603"
"ARISE Fellowships for technology developers - All EMBL sites (Germany, UK, France, Italy, Spain) (# of pos: 20)";"Established Researcher (R3) , Recognised Researcher (R2)";"European Molecular Biology Laboratory";"Biological sciences ,Chemistry ,Computer science ,Engineering ,Mathematics ,Medical sciences ,Neurosciences ,Physics ,Technology";"";"Germany";"Heidelberg";"https://www.embl.org/jobs/position/EF00004";"https://euraxess.ec.europa.eu/jobs/681125"
"PostDoc on Machine-Learning and Big Data Engineering (0,8 - 1,0 fte)";"Recognised Researcher (R2)";"Eindhoven University of Technology (TU/e)";"Technology";"30.4";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305923/postdoc-on-machine-learning-and-big-data-engineering-08-10-fte/apply/#apply";"https://euraxess.ec.europa.eu/jobs/703484"
"PhD position: Model informed data acquisition for emission flux estimation using 4-dimensional...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Chemistry ,Environmental science ,Mathematics ,Medical sciences ,Physics ,Technology";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-132-EN-IEK-8.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/692295"
"Post doc position on Machine-Learning and Big Data Engineering (0,8 -1,0 fte)";"Recognised Researcher (R2)";"Tilburg University";"Technology";"40.0";"Netherlands";"Tilburg";"https://www.academictransfer.com/305799/post-doc-position-on-machine-learning-and-big-data-engineering-08-10-fte/apply/#apply";"https://euraxess.ec.europa.eu/jobs/702020"
"Junior Group Leader (m/f/d)";"First Stage Researcher (R1) , Leading Researcher (R4)";"Leibniz Institute on Aging – Fritz Lipmann Institute (FLI)";"Biological sciences, Biology";"40";"Germany";"Jena";"https://jobs.leibniz-fli.de/99nhe";"https://euraxess.ec.europa.eu/jobs/703348"
"Post-Doctoral Fellow in the Centre for Safe Medication Practice and Research";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"THE UNIVERSITY OF HONG KONG";"Biological sciences ,Economics ,Ethics in health sciences ,Mathematics ,Medical sciences ,Neurosciences ,Sociology";"";"Hong Kong";"Pok Fu Lam, Hong Kong";"https://www.timeshighereducation.com/unijobs/listing/270502/post-doctoral-fellow-in-the-centre-for-safe-medication-practice-and-research/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/704318"
"Research Associate, Department of Analytics and Operations";"Recognised Researcher (R2) , Established Researcher (R3)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270585/research-associate-department-of-analytics-and-operations/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/704348"
"Research Assistant, Population Health and Modelling Metrics";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270345/research-assistant-population-health-and-modelling-metrics/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/703215"
"Research Fellow, Traffic Management Project";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269876/research-fellow-traffic-management-project/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/701967"
"Research Engineer/Fellow, Living Analytics Research Centre";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"SINGAPORE MANAGEMENT UNIVERSITY";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269525/research-engineer-fellow-living-analytics-research-centre/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/700127"
"Postdoctoral Research Associate in Automated Discovery of Net-Zero Materials";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Liverpool";"Chemistry ,Engineering";"";"United Kingdom";"Liverpool";"https://my.corehr.com/pls/ulivrecruit/erq_jobspec_version_4.display_form?p_company=1&p_internal_external=E&p_display_in_irish=N&p_process_type=&p_applicant_no=&p_form_profile_detail=&p_display_apply_ind=Y&p_refresh_search=Y&p_recruitment_id=035408";"https://euraxess.ec.europa.eu/jobs/698714"
"Research Assistant, Data Engineer";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268117/research-assistant-data-engineer/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694956"
"Research Assistant, SG100K_Biostats";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Biological sciences ,Engineering ,Mathematics ,Medical sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267994/research-assistant-sg100k_biostats/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694770"
"Postdoctoral Research Fellow position within Informatics - Symbolic Algorithms";"First Stage Researcher (R1)";"University of Bergen";"Computer science, Informatics";"40";"Norway";"Bergen";"https://www.jobbnorge.no/en/available-jobs/job/212553/postdoctoral-research-fellow-position-within-informatics-symbolic-algorithms";"https://euraxess.ec.europa.eu/jobs/690188"
"60048: Physicist, Statistician, theoretical Computer Scientist or similar (f/m/x) - Development of...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"Technology";"";"Germany";"Jena";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46792/";"https://euraxess.ec.europa.eu/jobs/689102"
"60048: Physicist, Statistician, theoretical Computer Scientist or similar (f/m/x) - Development of...";"Recognised Researcher (R2) , Established Researcher (R3)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Jena";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/688475"
"60025: Mathematician, theoretical physicist, Statistician, theoretical Computer Scientist or...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"Technology";"";"Germany";"Jena";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46787/";"https://euraxess.ec.europa.eu/jobs/688497"
"60025: Mathematician, theoretical physicist, Statistician, theoretical Computer Scientist or...";"Recognised Researcher (R2) , Established Researcher (R3)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Jena";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/688081"
"Berlin Mathematical School (BMS) – Get Your Math PhD in Berlin (# of pos: 10)";"First Stage Researcher (R1)";"Berlin Mathematical School";"Mathematics, Other";"40";"Germany";"Berlin";"http://www.math-berlin.de/application";"https://euraxess.ec.europa.eu/jobs/684815"
"Open PhD positions at the International Helmholtz-Weizmann Research School on Multimessenger... (# of pos: 6)";"First Stage Researcher (R1)";"DESY";"Astronomy, Astrophysics";"";"Germany";"Zeuthen";"https://www.multimessenger-school.de/";"https://euraxess.ec.europa.eu/jobs/678298"
"Associate Professor/Assistant Professor in Applied Mathematics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"BNU-HKBU UNITED INTERNATIONAL COLLEGE";"Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/241571/associate-professor-assistant-professor-in-applied-mathematics-/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/627310"
"Research Scholarship – BI/Nº2021/00189";"First Stage Researcher (R1)";"Instituto de Telecomunicações";"Computer science, Informatics ,Engineering, Electrical engineering ,Engineering, Electronic engineering ,Engineering, Other";"";"Portugal";"Aveiro";"https://www.it.pt/";"https://euraxess.ec.europa.eu/jobs/704243"
"Assistant Professor (Tenure Track) In Data, Software And Security";"Established Researcher (R3) , Leading Researcher (R4)";"Vrije Universiteit Amsterdam (VU)";"Physics";"40.0";"Netherlands";"Amsterdam";"https://www.academictransfer.com/304974/assistant-professor-tenure-track-in-data-software-and-security/apply/#apply";"https://euraxess.ec.europa.eu/jobs/693186"
"Assistant Professor of Visual Analytics";"Established Researcher (R3) , Leading Researcher (R4)";"University of Amsterdam (UvA)";"Physics";"38.0";"Netherlands";"Amsterdam";"https://www.academictransfer.com/304906/assistant-professor-of-visual-analytics/apply/#apply";"https://euraxess.ec.europa.eu/jobs/691861"
"Professor and Chair of the Remote Sensing Chair Group";"Established Researcher (R3) , Leading Researcher (R4)";"Wageningen University & Research";"Physics";"38.0";"Netherlands";"Wageningen";"https://www.academictransfer.com/305344/professor-and-chair-of-the-remote-sensing-chair-group/apply/#apply";"https://euraxess.ec.europa.eu/jobs/696997"
"Postdoctoral Researcher in Natural Language Processing and Linked Data";"First Stage Researcher (R1) , Recognised Researcher (R2)";"National University of Ireland, Galway";"Information science";"39";"Ireland";"Galway";"mailto:john.mccrae@nuigalway.ie";"https://euraxess.ec.europa.eu/jobs/704722"
"Postdoctoral Researcher in Natural Language Processing and Linked Data";"First Stage Researcher (R1)";"National University of Ireland, Galway";"Information science";"39";"Ireland";"Galway";"mailto:john.mccrae@nuigalway.ie";"https://euraxess.ec.europa.eu/jobs/704719"
"PhD Position - Data-Driven Approaches to Rational Designs of Covalent Drugs";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/660791"
"Research Associate / Postdoc in the field of Ontologies for Materials Science";"Recognised Researcher (R2) , Established Researcher (R3)";"Jülich Research Centre";"Computer science, Other";"";"Germany";"52428 Jülich near Köln";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021-388-EN-IAS-9.html";"https://euraxess.ec.europa.eu/jobs/696411"
"Research associate / Postdoc in the field Ontologies for Materialsscience";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Engineering ,Information science ,Physics ,Technology";"";"Germany";"Aachen";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021-388-EN-IAS-9.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/693822"
"Research associate / Postdoc in the field Ontologies for Materialsscience";"Recognised Researcher (R2) , Established Researcher (R3)";"Forschungszentrum Jülich";"All";"";"Germany";"Aachen";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/693169"
"An academic position in Applied Mathematics for Artificial Intelligence (1 FTE)";"Established Researcher (R3)";"Université catholique de Louvain";"Computer science, Mathematics, Computational mathematics";"38";"Belgium";"Louvain-La-Neuve";"https://academicpositions.com/ad/universite-catholique-de-louvain/2021/an-academic-position-in-applied-mathematics-for-artificial-intelligence-1-fte/164181";"https://euraxess.ec.europa.eu/jobs/695722"
"PhD position: Scientific Discovery in Earth System Science: Applying Deep Learning Technologies in...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/691843"
"Postdoctoral Fellow in machine learning of Universe’s initial conditions";"Recognised Researcher (R2)";"Stockholm University";"Astronomy, Cosmology";"";"Sweden";"Stockholm";"https://www.su.se/english/about-the-university/work-at-su/available-jobs?rmpage=job&rmjob=16041";"https://euraxess.ec.europa.eu/jobs/691183"
"PhD position - Data-Driven Distribution Models for Robust Design of Island Energy Systems with a...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Engineering ,Environmental science ,Medical sciences";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-113-EN-IEK-10.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/684272"
"PhD position - Data-driven Dynamic Reduced-Order Modeling for Energy Systems Optimization";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Engineering ,Environmental science ,Medical sciences";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-112-EN-IEK-10.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/684273"
"PhD position - Data-Driven Distribution Models for Robust Design of Island Energy Systems with a...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/677244"
"PhD position - Data-driven Dynamic Reduced-Order Modeling for Energy Systems Optimization";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/677245"
"PhD Position - Data-Driven Approaches to Rational Designs of Covalent Drugs";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Biological sciences ,Chemistry ,Computer science ,Environmental science ,Mathematics ,Medical sciences ,Physics";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-091-EN-JSC.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/684695"
"Research Associate (Postdoc) on applied machine-learning and software engineering";"Recognised Researcher (R2) , Established Researcher (R3)";"University of Luxembourg";"Computer science, Computer architecture";"";"Luxembourg";"";"https://uniluxembourg.recruitmentplatform.com/apply.html?jobId=P8SFK026203F3VBQB7V7VV4FL-99964&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/696413"
"PhD position: Scientific Discovery in Earth System Science: Applying Deep Learning Technologies in...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Environmental science ,Medical sciences ,Physics ,Technology";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-133-EN-IBG-3.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/692294"
